기간,국가명,수출건수,수출금액,수입건수,수입금액,무역수지
2015.11,안도라,2,37,1,5,32
2015.11,산마리노,2,32,1,10,23
2015.11,모나코,6,32,7,367,-334
2015.11,쿡 아일랜드,1,28,2,4,24
2015.11,나우르,2,20,1,2,19
2015.11,카보 베르데,2,8,0,0,8
2015.11,안타티카,1,7,0,0,7
2015.11,세인트 마틴,2,2,0,0,2
2015.11,부룬디,1,2,1,15,-12
2015.11,코모로스,0,0,4,63,-63
2015.11,세인트 헬레나,0,0,1,0,0
2015.11,토켈라우,0,0,2,1,-1
2015.11,몬트세라트,0,0,2,6,-6
2015.11,그린랜드,1,0,5,58,-58
2015.11,중앙아프리카공화국,4,0,1,18,-17
2015.11,미령 버진군도,1,0,2,6,-6
2015.11,크리스마스 아일랜드,0,0,1,0,0
2015.11,남조지아 & 남샌드위치 군도,0,0,0,1,-1
2015.11,니우에,0,0,5,77,-77
2015.12,중국,"196,922","10,989,747","263,794","7,244,470","3,745,276"
2015.12,미국,"74,160","5,882,444","479,657","3,591,751","2,290,693"
2015.12,홍콩,"50,169","2,885,670","21,241","117,640","2,768,030"
2015.12,베트남,"44,556","2,206,982","19,392","763,618","1,443,364"
2015.12,일본,"53,635","2,060,241","98,553","3,709,283","-1,649,043"
2015.12,싱가포르,"17,608","1,089,124","12,563","555,422","533,702"
2015.12,대만,"18,217","1,045,908","23,363","1,224,948","-179,040"
2015.12,인도,"16,845","1,022,665","6,921","299,859","722,806"
2015.12,호주,"9,602","762,147","19,470","1,526,741","-764,594"
2015.12,사우디아라비아,"3,467","724,929",513,"1,386,501","-661,572"
2015.12,멕시코,"9,777","684,554","5,657","342,513","342,041"
2015.12,말레이시아,"11,339","635,490","10,994","726,936","-91,446"
2015.12,마샬군도,42,"589,519",7,5,"589,514"
2015.12,노르웨이,502,"563,159","2,316","194,993","368,166"
2015.12,필리핀,"8,725","563,016","6,645","284,835","278,181"
2015.12,터키,"5,466","557,344","2,033","92,805","464,540"
2015.12,인도네시아,"14,832","548,238","7,378","733,329","-185,091"
2015.12,독일,"12,466","522,982","125,085","1,994,124","-1,471,142"
2015.12,아랍에미리트 연합,"6,924","520,877",597,"660,768","-139,892"
2015.12,태국,"12,533","481,925","9,874","371,130","110,795"
2015.12,영국,"7,867","394,985","20,967","569,999","-175,014"
2015.12,몰타,264,"382,036",142,"41,755","340,281"
2015.12,러시아 연방,"4,854","379,804","1,755","1,012,841","-633,037"
2015.12,캐나다,"6,707","342,856","8,436","235,297","107,560"
2015.12,이란,"1,695","300,598",153,"75,424","225,173"
2015.12,브라질,"5,866","278,497","2,065","428,265","-149,768"
2015.12,폴란드,"5,559","263,453","1,717","46,300","217,153"
2015.12,이탈리아,"5,027","260,679","30,580","557,617","-296,938"
2015.12,슬로바키아,"2,280","258,261",619,"14,545","243,717"
2015.12,라이베리아,22,"256,137",6,43,"256,094"
2015.12,네덜란드,"6,494","245,134","4,068","457,611","-212,477"
2015.12,버뮤다,10,"226,199",0,0,"226,199"
2015.12,스페인,"4,009","204,648","5,456","250,627","-45,979"
2015.12,프랑스,"5,030","195,737","13,318","467,527","-271,790"
2015.12,벨기에,"1,916","184,493","2,729","92,063","92,430"
2015.12,체코공화국,"2,023","179,143","1,764","57,392","121,751"
2015.12,이라크,831,"175,227",26,"620,992","-445,766"
2015.12,이집트,"3,168","170,279",187,"14,173","156,106"
2015.12,슬로베니아,627,"132,279",296,"9,747","122,532"
2015.12,쿠웨이트,769,"127,834",77,"674,685","-546,851"
2015.12,칠레,"1,889","127,346","1,577","322,639","-195,294"
2015.12,알제리,432,"125,360",18,"63,730","61,630"
2015.12,이스라엘,"2,304","123,059","1,714","76,882","46,177"
2015.12,뉴질랜드,"1,901","120,460","15,793","90,655","29,805"
2015.12,페루,"1,173","114,220",560,"128,541","-14,322"
2015.12,남아프리카공화국,"2,078","105,167",587,"115,868","-10,701"
2015.12,콜롬비아,"1,315","102,554",398,"20,102","82,452"
2015.12,방글라데시,"2,808","89,434",633,"24,406","65,029"
2015.12,요르단,"2,441","83,311",73,"7,442","75,869"
2015.12,우즈베크,699,"77,306",42,"1,676","75,630"
2015.12,아르헨티나,956,"75,326",384,"77,980","-2,653"
2015.12,파키스탄,"1,831","74,705",672,"18,905","55,799"
2015.12,스위스,933,"73,195","4,897","183,258","-110,064"
2015.12,미얀마,"1,290","70,105",562,"27,792","42,313"
2015.12,나이지리아,643,"68,318",107,"52,761","15,557"
2015.12,크로아티아,132,"68,165",114,775,"67,390"
2015.12,스웨덴,"1,447","66,301","3,298","149,997","-83,695"
2015.12,헝가리,"1,699","65,630","1,632","67,321","-1,691"
2015.12,오스트리아,"1,879","63,270","2,968","111,784","-48,513"
2015.12,케냐,271,"62,237",46,"1,702","60,535"
2015.12,오만,438,"58,846",77,"226,333","-167,487"
2015.12,캄보디아,"2,545","54,380",455,"15,605","38,775"
2015.12,루마니아,"1,080","51,594","1,809","46,017","5,577"
2015.12,파나마,745,"44,299",111,"11,319","32,980"
2015.12,모로코,368,"41,907",271,"10,539","31,368"
2015.12,카타르,515,"41,431",150,"1,170,493","-1,129,062"
2015.12,포루투갈,809,"41,063","1,851","17,435","23,628"
2015.12,리비아,"4,769","40,630",13,"1,427","39,203"
2015.12,에쿠아도르,481,"40,250",121,"4,619","35,631"
2015.12,핀란드,668,"36,053","1,257","72,561","-36,508"
2015.12,베네주엘라,119,"32,123",27,"2,499","29,624"
2015.12,푸에르토리코,159,"31,818",135,"11,630","20,189"
2015.12,아일랜드,439,"31,278","1,228","102,642","-71,364"
2015.12,리투아니아,330,"31,238",376,"5,245","25,993"
2015.12,덴마크,"1,066","26,413","2,549","61,232","-34,820"
2015.12,과테말라,656,"25,787",229,"10,029","15,758"
2015.12,코스타리카,385,"25,711",334,"11,316","14,395"
2015.12,튀니지,200,"24,720",249,"3,813","20,908"
2015.12,그리스,873,"24,240",313,"3,454","20,786"
2015.12,스리랑카,"1,219","24,149",380,"6,211","17,938"
2015.12,시리아,329,"22,994",0,0,"22,994"
2015.12,투르크멘,174,"22,594",1,0,"22,593"
2015.12,도미니카 공화국,695,"22,534",90,"7,118","15,415"
2015.12,파라과이,150,"22,460",43,"11,201","11,259"
2015.12,레바논,287,"22,056",42,"1,394","20,663"
2015.12,우크라이나,679,"20,791",263,"33,193","-12,402"
2015.12,카자흐스탄,572,"20,099",58,"8,160","11,939"
2015.12,가나,828,"17,539",39,"2,701","14,838"
2015.12,바레인,255,"17,244",68,"39,165","-21,921"
2015.12,몽골,"1,104","16,358","1,202","1,415","14,943"
2015.12,니카라과,293,"15,713",39,893,"14,820"
2015.12,앙골라,141,"15,456",2,134,"15,322"
2015.12,불가리아,393,"15,276",449,"6,731","8,545"
2015.12,쿠바,91,"13,720",9,396,"13,323"
2015.12,아제르바이잔,110,"13,167",7,100,"13,067"
2015.12,우루과이,216,"12,757",79,"7,116","5,640"
2015.12,코트디봐르,194,"11,799",8,372,"11,427"
2015.12,트리니다드 토바고,102,"11,726",21,"10,060","1,666"
2015.12,뉴 칼레도니아,79,"11,467",19,"22,523","-11,056"
2015.12,브루나이,168,"11,022",42,"161,097","-150,076"
2015.12,예맨,"1,107","10,924",15,"1,073","9,850"
2015.12,탄자니아,181,"10,763",27,"1,490","9,273"
2015.12,수단,275,"10,539",15,"1,241","9,297"
2015.12,우간다,58,"10,283",19,705,"9,578"
2015.12,온두라스,155,"10,203",72,"6,606","3,597"
2015.12,엘살바도르,173,"10,095",65,"1,134","8,960"
2015.12,이디오피아,123,"9,633",130,"3,859","5,773"
2015.12,팔레스타인 해방기구,106,"9,303",1,0,"9,303"
2015.12,세네갈,109,"8,483",68,"2,432","6,050"
2015.12,에스토니아,204,"7,457",213,"7,759",-302
2015.12,라트비아,235,"7,199",189,"5,938","1,261"
2015.12,볼리비아,133,"6,481",29,"26,226","-19,745"
2015.12,라오스,214,"6,293",108,"1,291","5,002"
2015.12,피지,94,"6,258",11,250,"6,009"
2015.12,세르비아,158,"6,166",73,"2,115","4,051"
2015.12,모잠비크,56,"5,313",12,236,"5,077"
2015.12,잠비아,60,"5,167",12,"20,411","-15,245"
2015.12,아이티,131,"4,956",12,560,"4,396"
2015.12,조지아,138,"4,573",30,977,"3,596"
2015.12,콩고,45,"4,382",8,653,"3,729"
2015.12,콩고민주공화국,34,"4,342",42,"19,644","-15,302"
2015.12,키르기스스탄,317,"4,139",4,43,"4,096"
2015.12,마이크로네시아,55,"4,085",1,0,"4,084"
2015.12,기타국,29,"3,972",423,"16,011","-12,039"
2015.12,불령 폴리네시아,41,"3,793",0,0,"3,793"
2015.12,괌,336,"3,617",13,7,"3,611"
2015.12,마카오,172,"3,421",44,223,"3,198"
2015.12,사모아,19,"3,410",1,4,"3,406"
2015.12,베닝,59,"3,125",3,260,"2,865"
2015.12,가봉,40,"3,085",2,57,"3,027"
2015.12,마세도니아,41,"2,859",21,107,"2,753"
2015.12,사이프러스,105,"2,803",15,167,"2,636"
2015.12,파푸아 뉴기니,83,"2,642",34,"11,567","-8,924"
2015.12,지부티,43,"2,528",2,60,"2,468"
2015.12,카메룬,84,"2,493",24,"40,335","-37,842"
2015.12,아이슬란드,47,"2,360",67,"2,442",-83
2015.12,마다카스카르,100,"2,336",53,"5,173","-2,837"
2015.12,부르키나 파소,21,"2,104",2,0,"2,104"
2015.12,모리셔스,129,"2,101",22,505,"1,597"
2015.12,타지크,190,"1,974",2,1,"1,972"
2015.12,아루바,19,"1,928",1,25,"1,903"
2015.12,기니,39,"1,911",46,"2,201",-290
2015.12,말리,18,"1,720",1,0,"1,719"
2015.12,짐바브웨,32,"1,698",8,441,"1,258"
2015.12,북마리아나 군도,156,"1,690",0,0,"1,690"
2015.12,토고,81,"1,647",49,"10,919","-9,272"
2015.12,아프카니스탄,116,"1,641",3,2,"1,639"
2015.12,베라루스,70,"1,632",42,"3,700","-2,068"
2015.12,바베이도스,22,"1,611",1,14,"1,597"
2015.12,네팔,116,"1,604",43,109,"1,495"
2015.12,자마이카,41,"1,434",14,440,994
2015.12,세이쉘,34,"1,404",3,545,859
2015.12,키리바티,59,"1,397",3,41,"1,356"
2015.12,말라위,20,"1,396",12,265,"1,131"
2015.12,불령 리유니온 코모도 제도,41,"1,353",0,0,"1,353"
2015.12,바하마,26,"1,245",5,2,"1,243"
2015.12,보츠와나,17,"1,210",2,44,"1,165"
2015.12,아메리칸 사모아,15,"1,197",1,158,"1,039"
2015.12,알바니아,37,"1,110",35,83,"1,027"
2015.12,영령 캐이맨 군도,11,"1,015",3,9,"1,006"
2015.12,룩셈부르그,68,"1,014",172,"6,453","-5,439"
2015.12,가이아나,22,977,4,107,870
2015.12,네덜란드 열도,39,890,2,22,868
2015.12,마티니크,14,889,0,0,889
2015.12,적도 기니,13,793,10,"110,719","-109,926"
2015.12,메요트,1,750,1,2,748
2015.12,안도라,4,721,1,6,715
2015.12,아르메니아,30,720,21,244,477
2015.12,벨리제,16,697,1,3,694
2015.12,영령 버진군도,6,680,0,0,680
2015.12,티모르,15,663,4,138,525
2015.12,소말리아,10,663,7,"2,151","-1,488"
2015.12,루안다,21,648,6,20,628
2015.12,과델로프,14,637,0,0,637
2015.12,리히텐슈타인,24,604,38,571,33
2015.12,몰디브,52,596,3,92,504
2015.12,몬테네그로,10,512,1,57,455
2015.12,모리타니,12,485,26,"3,541","-3,056"
2015.12,스와질랜드,18,466,18,226,240
2015.12,도미니카,16,420,0,0,420
2015.12,몰도바,28,402,92,465,-63
2015.12,국제통화기금,6,393,0,0,393
2015.12,안티가 바부다,8,370,2,60,309
2015.12,그레나다,10,362,0,0,362
2015.12,세인트 키츠 네비스,5,354,0,0,354
2015.12,수리남,14,318,8,312,7
2015.12,세인트 루시아,6,278,0,0,278
2015.12,바누아투,31,255,17,947,-692
2015.12,감비아,8,242,0,0,242
2015.12,보스니아-헤르체고비나,28,219,188,"1,644","-1,425"
2015.12,투르크 & 카이코스 군도,6,219,1,0,219
2015.12,불령 가이아나,8,214,1,0,214
2015.12,팔라우,20,202,0,0,202
2015.12,부탄,15,201,0,0,201
2015.12,카보 베르데,8,198,1,1,197
2015.12,시에라 리온,14,189,27,"1,564","-1,375"
2015.12,지브랄타,26,169,0,0,169
2015.12,나미비아,17,126,4,"29,257","-29,131"
2015.12,챠드,11,86,0,0,86
2015.12,솔로몬 군도,8,49,5,671,-621
2015.12,세인트 마틴,3,48,0,0,48
2015.12,미령 버진군도,3,39,1,5,33
2015.12,니제르,4,36,0,18,18
2015.12,세인트 빈센트 그레나딘,3,34,0,0,34
2015.12,큐라소,5,22,0,0,22
2015.12,부룬디,5,19,4,0,19
2015.12,나우르,1,18,1,119,-102
2015.12,쿡 아일랜드,2,14,0,0,14
2015.12,코모로스,1,14,0,10,4
2015.12,모나코,1,8,8,334,-326
2015.12,남수단,2,7,0,0,7
2015.12,에리트리아,2,5,0,0,4
2015.12,앙귈라,1,1,0,0,1
2015.12,피트카이른,0,0,0,0,0
2015.12,스발비드 군도,0,0,1,8,-8
2015.12,파로에 군도,0,0,2,93,-93
2015.12,그린랜드,1,0,11,312,-312
2015.12,산마리노,0,0,1,43,-43
2015.12,토켈라우,0,0,4,16,-16
2015.12,통가,0,0,13,296,-296
2015.12,마이너 아우틀링 합중국 군도,0,0,0,3,-3
2015.12,코스 군도,0,0,0,0,0
2015.12,중앙아프리카공화국,2,0,2,199,-199
2015.12,크리스마스 아일랜드,0,0,1,3,-3
2015.12,맨섬,0,0,1,0,0
2015.12,레소토,0,0,1,0,0
2015.12,니우에,0,0,2,34,-34
